Name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,Status,Finish,Maybeboard,Image URL,Image Back URL,Tags,Notes,MTGO ID
"Rimrock Knight",2,"Creature - Dwarf Knight",R,"eld","137",common,r,Owned,Non-foil,false,,,"heroic;spells;wide;flash;core;aggro","",78402
"Robber of the Rich",2,"Creature - Human Archer Rogue",R,"eld","138",mythic,r,Owned,Non-foil,false,,,"occasional","",78406
"Satyr Firedancer",2,"Enchantment Creature - Satyr",R,"bng","108",rare,r,Owned,Non-foil,false,,,"occasional","",51729
"Sparksmith",2,"Creature - Goblin",R,"ons","235",common,r,Owned,Non-foil,false,,,"occasional","",18009
"Stingscourger",2,"Creature - Goblin Warrior",R,"mma","131",common,r,Owned,Non-foil,false,,,"occasional","",48630
"Young Pyromancer",2,"Creature - Human Shaman",R,"uma","155",uncommon,r,Owned,Non-foil,false,,,"occasional","",70383
"Alesha, Who Smiles at Death",3,"Legendary Creature - Human Warrior",R,"c20","143",rare,Red,Owned,Non-foil,false,,,"occasional","",
"Ball Lightning",3,"Creature - Elemental",R,"pd2","12",rare,r,Owned,Non-foil,false,,,"occasional","",39254
"Chandra's Phoenix",3,"Creature - Phoenix",R,"e01","44",rare,r,Owned,Non-foil,false,,,"occasional","",
"Feldon of the Third Path",3,"Legendary Creature - Human Artificer",R,"c14","35",mythic,r,Not Owned,Non-foil,false,,,"artifacts;blink;tokens;graveyard;humans;sacrifice;manasink;stax;u2.0;u4.7;reanimator;core;control","",55107
"Fire Imp",3,"Creature - Imp",R,"por","126",uncommon,r,Not Owned,Non-foil,false,,,"blink;aggrocontrol;u2.0;removal;core;aggro;control","",
"Gempalm Incinerator",3,"Creature - Goblin",R,"lgn","94",uncommon,r,Owned,Non-foil,false,,,"occasional","",18511
"Goblin Chieftain",3,"Creature - Goblin",R,"ddt","41",rare,r,Owned,Non-foil,false,,,"occasional","",
"Goblin Sharpshooter",3,"Creature - Goblin",R,"c13","111",rare,r,Not Owned,Non-foil,false,,,"pingers;goblins;sacrifice;u2.63;u2.89;occasional","",51318
"Guttersnipe",3,"Creature - Goblin Shaman",R,"c19","145",uncommon,r,Owned,Non-foil,false,,,"occasional","",77404
"Irencrag Pyromancer",3,"Creature - Human Wizard",R,"eld","128",rare,r,Owned,Non-foil,false,,,"occasional","",78382
"Izzet Chemister",3,"Creature - Goblin Wizard",R,"a25","138",rare,r,Not Owned,Non-foil,false,,,"goblins;spells;burn;graveyard;wizards;u4.4;u4.8;core;manasink;control","",67190
"Jaya Ballard, Task Mage",3,"Legendary Creature - Human Spellshaper",R,"tsp","166",rare,r,Owned,Non-foil,false,,,"occasional","",25541
"Pashalik Mons",3,"Legendary Creature - Goblin Warrior",R,"mh1","138",rare,r,Not Owned,Non-foil,false,,,"goblins;sacrifice;tokens;wide;manasink;u4.8;core;tribal_payoff;control;aggro","",72648
"Plundering Barbarian",3,"Creature - Dwarf Barbarian",R,"afr","158",common,r,Owned,Non-foil,false,,,"artifacts;artifact_removal;ramp;core;aggro;control","",91818
"Rockslide Elemental",3,"Creature - Elemental",R,"hop","63",uncommon,r,Owned,Non-foil,false,,,"occasional","",44428
"Squee, Goblin Nabob",3,"Legendary Creature - Goblin",R,"c19","152",rare,r,Owned,Non-foil,false,,,"occasional","",77418
"Stromkirk Occultist",3,"Creature - Vampire Horror",R,"emn","146",rare,r,Owned,Non-foil,false,,,"core;reanimator;graveyard;aggro;aggrocontrol","",61212
"Toggo, Goblin Weaponsmith",3,"Legendary Creature - Goblin Artificer",R,"cmr","204",uncommon,r,Owned,Non-foil,false,,,"occasional","",85190
"Tuktuk the Explorer",3,"Legendary Creature - Goblin",R,"roe","169",rare,r,Not Owned,Non-foil,false,,,"artifacts;golems;goblins;sacrifice;tokens;enrage;pingers;wide;stax;u2.0;core;control;aggro","",36704
"Tuskeri Firewalker",3,"Creature - Human Berserker",R,"khm","157",common,r,Owned,Non-foil,false,,,"core;humans;burn;manasink;aggro","",87651
"Zo-Zu the Punisher",3,"Legendary Creature - Goblin Warrior",R,"dds","41",rare,r,Owned,Non-foil,false,,,"occasional","",
"Anger",4,"Creature - Incarnation",R,"mb1","839",uncommon,r,Not Owned,Non-foil,false,,,"graveyard;reanimator;u2.61;u4.8;core;aggro","",
"Avalanche Riders",4,"Creature - Human Nomad",R,"tsb","55",special,r,Owned,Non-foil,false,,,"occasional","",26123
"Basalt Ravager",4,"Creature - Giant Wizard",R,"khm","122",uncommon,r,Owned,Non-foil,false,,,"core;tribal_payoff;tribal;wizards;blink;burn;tokens;wide;removal;aggro;control","",87577
"Beetleback Chief",4,"Creature - Goblin Warrior",R,"c14","171",uncommon,r,Not Owned,Non-foil,false,,,"goblins;blink;tokens;sacrifice;wide;stax;u2.63;u2.80;aggro;control;occasional","",54991
"Captivating Crew",4,"Creature - Human Pirate",R,"xln","137",rare,r,Not Owned,Non-foil,false,,,"sacrifice;humans;manasink;u4.7;core;aggro","",65290
"Goblin Heelcutter",4,"Creature - Goblin Berserker",R,"frf","102",common,r,Owned,Non-foil,false,,,"occasional","",55478
"Goblin Traprunner",4,"Creature - Goblin",R,"mh2","130",uncommon,r,Owned,Non-foil,false,,,"core;goblins;aggro;tokens;wide;sacrifice","",90637
"Krenko, Mob Boss",4,"Legendary Creature - Goblin Warrior",R,"ddt","52",rare,r,Owned,Non-foil,false,,,"goblins;tokens;wide;occasional","",
"Lord of Shatterskull Pass",4,"Creature - Minotaur Shaman",R,"roe","156",rare,r,Owned,Non-foil,false,,,"occasional","",36724
"Quicksmith Rebel",4,"Creature - Human Artificer",R,"aer","93",rare,r,Owned,Non-foil,false,,,"occasional","",62747
"Charging Monstrosaur",5,"Creature - Dinosaur",R,"xln","138",uncommon,r,Not Owned,Non-foil,false,,,"dinosaurs;ramp;reanimator;enrage;burn;u3.3;core;aggro;control","",65292
"Fire Servant",5,"Creature - Elemental",R,"pd2","15",uncommon,r,Owned,Non-foil,false,,,"occasional","",39260
"Siege-Gang Commander",5,"Creature - Goblin",R,"scg","103",rare,r,Owned,Non-foil,false,,,"occasional","",18820
"Zealous Conscripts",5,"Creature - Human Warrior",R,"avr","166",rare,r,Not Owned,Non-foil,false,,,"humans;twin;blink;sacrifice;burn;u2.0;core;aggro","",44033
"Combustible Gearhulk",6,"Artifact Creature - Construct",R,"kld","112",mythic,r,Not Owned,Non-foil,false,,,"artifacts;blink;ramp;reanimator;enrage;burn;u2.89;occasional","",61989
"Rorix Bladewing",6,"Legendary Creature - Dragon",R,"ons","224",rare,r,Not Owned,Non-foil,false,,,"ramp;reanimator;enrage;burn;evasion;u2.0;u2.73;occasional","",18081
"Ryusei, the Falling Star",6,"Legendary Creature - Dragon Spirit",R,"ima","144",rare,r,Owned,Non-foil,false,,,"occasional","",66167
"Bedlam Reveler",8,"Creature - Devil Horror",R,"emn","118",rare,r,Owned,Non-foil,false,,,"occasional","",61224
"Daretti, Scrap Savant",4,"Legendary Planeswalker - Daretti",R,"cm2","4",mythic,r,Not Owned,Non-foil,false,,,"graveyard;artifacts;u4.9.1;reanimator;occasional","",
"Brute Force",1,"Instant",R,"mm2","108",common,r,Owned,Non-foil,false,,,"occasional","",57008
"Galvanic Blast",1,"Instant",R,"som","91",common,r,Not Owned,Non-foil,false,,,"artifacts;burn;spells;flash;artifacts_payoff;aggrocontrol;u2.72;u4.7;removal;core;aggro;control","",38203
"Lightning Bolt",1,"Instant",R,"a25","141",uncommon,r,Owned,Non-foil,false,,,"core;burn;flash;spells;removal;aggro;control","",67196
"Abrade",2,"Instant",R,"hou","83",uncommon,r,Owned,Non-foil,false,,,"core;artifact_removal;removal;spells;flash;aggro;control","",64650
"Fire Prophecy",2,"Instant",R,"iko","116",common,r,Owned,Non-foil,false,,,"smoothing;spells;flash;removal;aggro;control;occasional","",80241
"Lash Out",2,"Instant",R,"lrw","183",common,r,Owned,Non-foil,false,,,"occasional","",28687
"Lightning Strike",2,"Instant",R,"ths","127",common,r,Not Owned,Non-foil,false,,,"flash;spells;burn;aggrocontrol;u2.80;removal;occasional","",50572
"Magma Jet",2,"Instant",R,"jvc","52",uncommon,r,Owned,Non-foil,false,,,"core;smoothing;removal;burn;spells;flash;aggro;control","",
"Searing Blaze",2,"Instant",R,"ddi","67",common,r,Owned,Non-foil,false,,,"burn;removal;occasional","",43706
"Shrapnel Blast",2,"Instant",R,"ddu","48",uncommon,r,Owned,Non-foil,false,,,"artifacts;burn;removal;occasional","",
"Sudden Shock",2,"Instant",R,"mma","133",uncommon,r,Owned,Non-foil,false,,,"occasional","",49052
"Temur Battle Rage",2,"Instant",R,"frf","116",common,r,Owned,Non-foil,false,,,"occasional","",55524
"Brimstone Volley",3,"Instant",R,"isd","132",common,r,Not Owned,Non-foil,false,,,"flash;sacrifice;spells;burn;u2.0;u2.92;removal;core;aggro;control","",42580
"Char",3,"Instant",R,"gk1","28",rare,r,Owned,Non-foil,false,,,"occasional","",
"Fiery Temper",3,"Instant",R,"uma","129",common,r,Owned,Non-foil,false,,,"core;graveyard;removal;burn;spells;flash;aggro;control","",70331
"Pulse of the Forge",3,"Instant",R,"dst","66",rare,r,Owned,Non-foil,false,,,"occasional","",20473
"Risk Factor",3,"Instant",R,"grn","113",rare,r,Not Owned,Non-foil,false,,,"burn;spells;graveyard;flash;aggrocontrol;u4.6.4;reanimator;core;aggro","",69599
"Volt Charge",3,"Instant",R,"ddl","68",common,r,Owned,Non-foil,false,,,"occasional","",49917
"You See a Pair of Goblins",3,"Instant",R,"afr","170",uncommon,r,Owned,Non-foil,false,,,"core;goblins;tokens;wide;spells;flash;aggro","",91842
"Goblin Wizardry",4,"Instant",R,"m21","148",common,r,Owned,Non-foil,false,,,"occasional","",81523
"Hidetsugu's Second Rite",4,"Instant",R,"sok","102",rare,r,Owned,Non-foil,false,,,"occasional","",22226
"Stoke the Flames",4,"Instant",R,"m15","164",uncommon,r,Not Owned,Non-foil,false,,,"tokens;flash;spells;burn;wide;aggrocontrol;u2.72;u3.9;removal;occasional","",53544
"Sulfurous Blast",4,"Instant",R,"tsp","180",uncommon,r,Owned,Non-foil,false,,,"control;wrath;spells;flash;core;removal;control","",25495
"Fireblast",6,"Instant",R,"jvc","55",common,r,Owned,Non-foil,false,,,"core;burn;spells;removal;aggro","",
"Banefire",1,"Sorcery",R,"m19","130",rare,r,Owned,Non-foil,false,,,"occasional","",68421
"Disintegrate",1,"Sorcery",R,"tsb","58",special,r,Owned,Non-foil,false,,,"core;burn;spells;ramp;removal;aggro;control","",25965
"Faithless Looting",1,"Sorcery",R,"mb1","919",common,r,Not Owned,Non-foil,false,,,"graveyard;spells;u2.63;u4.8;smoothing;reanimator;core","",
"Firebolt",1,"Sorcery",R,"ody","193",common,r,Not Owned,Non-foil,false,,,"graveyard;manasink;spells;burn;aggrocontrol;u2.0;removal;core","",16705
"Purphoros's Intervention",1,"Sorcery",R,"thb","151",rare,r,Owned,Non-foil,false,,,"occasional","",79426
"Reckless Charge",1,"Sorcery",R,"ody","215",common,r,Owned,Non-foil,false,,,"occasional","",16707
"Kaleidoscorch",2,"Sorcery",R,"mh2","133",uncommon,r,Owned,Non-foil,false,,,"core;removal;spells;burn;graveyard;manasink;control","",90643
"Browbeat",3,"Sorcery",R,"a25","123",uncommon,r,Owned,Non-foil,false,,,"occasional","",67160
"Fight with Fire",3,"Sorcery",R,"dom","119",uncommon,r,Not Owned,Non-foil,false,,,"spells;burn;ramp;u4.4;removal;occasional","",67703
"Hammer of Bogardan",3,"Sorcery",R,"pd2","23",rare,r,Owned,Non-foil,false,,,"occasional","",39222
"Light Up the Stage",3,"Sorcery",R,"rna","107",uncommon,r,Not Owned,Non-foil,false,,,"burn;spells;pingers;aggrocontrol;u4.6.4;smoothing;core;aggro","",71214
"Incendiary Command",5,"Sorcery",R,"c13","113",rare,r,Owned,Non-foil,false,,,"occasional","",50850
"Shower of Coals",5,"Sorcery",R,"ody","221",uncommon,r,Owned,Non-foil,false,,,"occasional","",16679
"Slice and Dice",6,"Sorcery",R,"ons","232",uncommon,r,Not Owned,Non-foil,false,,,"enrage;spells;ramp;wrath;u2.0;u2.76;removal;core;control","",18087
"Pyrite Spellbomb",1,"Artifact",R,"2xm","283",common,r,Owned,Non-foil,false,,,"core;artifacts;burn;flash;removal;aggro;control","",82600
"Cursed Mirror",3,"Artifact",R,"c21","50",rare,r,Owned,Non-foil,false,,,"occasional","",89843
"Pyromancer's Goggles",5,"Legendary Artifact",R,"ori","236",mythic,r,Owned,Non-foil,false,,,"occasional","",58140
"Dragon Mantle",1,"Enchantment - Aura",R,"ths","119",common,r,Owned,Non-foil,false,,,"occasional","",50342
"Genju of the Spires",1,"Enchantment - Aura",R,"a25","132",uncommon,r,Owned,Non-foil,false,,,"occasional","",67178
"Weaponize the Monsters",1,"Enchantment",R,"iko","140",uncommon,r,Owned,Non-foil,false,,,"core;sacrifice;burn","",80289
"Cavalcade of Calamity",2,"Enchantment",R,"rna","95",uncommon,r,Owned,Non-foil,false,,,"tokens;occasional","",71190
"Rune of Speed",2,"Enchantment - Aura Rune",R,"khm","148",uncommon,r,Owned,Non-foil,false,,,"core;artifacts;heroic;aggro","",87631
"Ghirapur Aether Grid",3,"Enchantment",R,"ori","148",uncommon,r,Owned,Non-foil,false,,,"occasional","",58010
"Shared Animosity",3,"Enchantment",R,"c20","158",rare,r,Owned,Non-foil,false,,,"occasional","",
"Words of War",3,"Enchantment",R,"ons","244",rare,r,Owned,Non-foil,false,,,"occasional","",18107
"Fires of Invention",4,"Enchantment",R,"eld","125",rare,r,Owned,Non-foil,false,,,"occasional","",78376
"Manabarbs",4,"Enchantment",R,"m12","150",rare,r,Owned,Non-foil,false,,,"occasional","",41145
"Sneak Attack",4,"Enchantment",R,"ema","148",mythic,r,Owned,Non-foil,false,,,"occasional","",60769
"Basking Rootwalla",1,"Creature - Lizard",G,"tor","121",common,g,Owned,Non-foil,false,,,"core;aggro;aggrocontrol;graveyard;manasink","",17293
"Birds of Paradise",1,"Creature - Bird",G,"m11","165",rare,g,Not Owned,Non-foil,false,,,"ramp;wide;evasion;aggrocontrol;u2.0;smoothing;core;aggro;control","",37576
"Joraga Treespeaker",1,"Creature - Elf Druid",G,"roe","190",uncommon,g,Owned,Non-foil,false,,,"occasional","",36408
"Kessig Prowler",1,"Creature - Werewolf Horror ",G,"emn","163",uncommon,g,Not Owned,Non-foil,false,,,"flash;manasink;wide;aggrocontrol;u2.86;core;aggro","",61446
"Llanowar Elves",1,"Creature - Elf Druid",G,"m11","184",common,g,Not Owned,Non-foil,false,,,"elves;ramp;wide;aggrocontrol;u2.0;u2.76;smoothing;core;aggro;control","",37568
"Protean Hydra",1,"Creature - Hydra",G,"m11","194",rare,g,Owned,Non-foil,false,,,"occasional","",37284
"Scute Mob",1,"Creature - Insect",G,"c18","161",rare,g,Owned,Non-foil,false,,,"occasional","",
"Sylvan Safekeeper",1,"Creature - Human Wizard",G,"cma","152",rare,g,Owned,Non-foil,false,,,"occasional","",
"Taunting Elf",1,"Creature - Elf",G,"ons","290",common,g,Owned,Non-foil,false,,,"occasional","",18125
"Twinblade Slasher",1,"Creature - Elf Warrior",G,"eve","79",uncommon,g,Not Owned,Non-foil,false,,,"counters;manasink;elves;wide;aggrocontrol;u2.0;u2.86;u4.9;core;aggro;control","",30102
"Wild Nacatl",1,"Creature - Cat Warrior",G,"ddh","4",common,g,Owned,Non-foil,false,,,"occasional","",42086
"Bloodline Shaman",2,"Creature - Elf Wizard Shaman",G,"ons","249",uncommon,g,Owned,Non-foil,false,,,"occasional","",18169
"Brindle Shoat",2,"Creature - Boar",G,"pca","60",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Deeproot Champion",2,"Creature - Merfolk Shaman",G,"xln","185",rare,g,Owned,Non-foil,false,,,"occasional","",65388
"Dryad Greenseeker",2,"Creature - Dryad",G,"m19","178",uncommon,g,Owned,Non-foil,false,,,"occasional","",68517
"Elvish Warmaster",2,"Creature - Elf Warrior",G,"khm","167",rare,g,Owned,Non-foil,false,,,"core;elves;tokens;manasink;tribal_payoff;aggro","",87671
"Fauna Shaman",2,"Creature - Elf Shaman",G,"uma","164",rare,g,Owned,Non-foil,false,,,"core;graveyard;elves;aggro","",70401
"Jade Mage",2,"Creature - Human Shaman",G,"m12","181",uncommon,g,Owned,Non-foil,false,,,"core;manasink;tokens;humans;wide;flash;aggro","",41455
"Longtusk Cub",2,"Creature - Cat",G,"kld","161",uncommon,g,Owned,Non-foil,false,,,"aggrocontrol;counters;occasional","",61729
"Masked Vandal",2,"Creature - Shapeshifter",G,"khm","184",common,g,Owned,Non-foil,false,,,"core;artifact_removal;enchantment_removal;elves;tribal;blink;control","",87711
"Noose Constrictor",2,"Creature - Snake",G,"emn","164",uncommon,g,Owned,Non-foil,false,,,"core;graveyard;aggro","",61466
"Quirion Dryad",2,"Creature - Dryad",G,"m13","184",rare,g,Owned,Non-foil,false,,,"occasional","",45236
"Resilient Khenra",2,"Creature - Jackal Wizard",G,"hou","131",rare,g,Owned,Non-foil,false,,,"occasional","",64746
"Sakura-Tribe Elder",2,"Creature - Snake Shaman",G,"chk","239",common,g,Not Owned,Non-foil,false,,,"ramp;u2.0;smoothing;core;control","",21097
"Skinshifter",2,"Creature - Human Shaman",G,"m12","195",rare,g,Owned,Non-foil,false,,,"core;humans;aggro;fliers;control","",41391
"Strangleroot Geist",2,"Creature - Spirit",G,"dka","127",uncommon,g,Not Owned,Non-foil,false,,,"counters;sacrifice;enrage;blink;aggrocontrol;u2.0;core;aggro;control","",43153
"Thornweald Archer",2,"Creature - Elf Archer",G,"c14","219",common,g,Owned,Non-foil,false,,,"core;elves;aggro;control","",54663
"Vine Trellis",2,"Creature - Plant Wall",G,"gvl","4",common,g,Owned,Non-foil,false,,,"occasional","",
"Vinelasher Kudzu",2,"Creature - Plant",G,"rav","189",rare,g,Not Owned,Non-foil,false,,,"counters;ramp;aggrocontrol;u2.0;occasional","",22996
"Wall of Roots",2,"Creature - Plant Wall",G,"ima","190",common,g,Owned,Non-foil,false,,,"occasional","",66259
"Wellwisher",2,"Creature - Elf",G,"cma","166",common,g,Owned,Non-foil,false,,,"occasional","",
"Wild Mongrel",2,"Creature - Dog",G,"gvl","5",common,g,Owned,Non-foil,false,,,"core;graveyard;aggro","",
"Woodland Champion",2,"Creature - Elf Scout",G,"m20","205",uncommon,g,Not Owned,Non-foil,false,,,"tokens;elves;u4.7.7;core;aggro","",73309
"Beanstalk Giant",3,"Creature - Giant",G,"eld","149",uncommon,g,Owned,Non-foil,false,,,"u4.9.3;ramp;control;core","",78428
"Elder of Laurels",3,"Creature - Human Advisor",G,"isd","177",rare,g,Owned,Non-foil,false,,,"wide;tokens;manasink;flash;humans;occasional","",42768
"Eternal Witness",3,"Creature - Human Shaman",G,"uma","163",uncommon,g,Owned,Non-foil,false,,,"occasional","",70025
"Evolution Sage",3,"Creature - Elf Druid",G,"war","159",uncommon,g,Not Owned,Non-foil,false,,,"counters;ramp;elves;counters_payoff;u4.7;core;aggro","",71924
"Generous Patron",3,"Creature - Elf Advisor",G,"bbd","70",rare,g,Not Owned,Non-foil,false,,,"blink;elves;counters_payoff;counters;u4.6.3;smoothing;core;aggro","",68868
"Inexorable Blob",3,"Creature - Ooze",G,"soi","212",rare,g,Owned,Non-foil,false,,,"core;graveyard;aggro;tokens","",60134
"Ohran Viper",3,"Snow Creature - Snake",G,"csp","115",rare,g,Not Owned,Non-foil,false,,,"tappers;tappers_payoff;aggrocontrol;u2.84;core;aggro;control","",24755
"Phantom Tiger",3,"Creature - Cat Spirit",G,"ima","181",common,g,Owned,Non-foil,false,,,"occasional","",66241
"Realmwalker",3,"Creature - Shapeshifter",G,"khm","188",rare,g,Owned,Non-foil,false,,,"tribal;tribal_payoff;elves;occasional","",87719
"Reclamation Sage",3,"Creature - Elf Shaman",G,"m15","194",uncommon,g,Not Owned,Non-foil,false,,,"elves;blink;artifact_removal;enchantment_removal;u2.0;occasional","",53606
"Scourge of Skola Vale",3,"Creature - Hydra",G,"bng","137",rare,g,Owned,Non-foil,false,,,"counters;sacrifice;core","",51853
"Spirit of the Season",3,"Creature - Treefolk Spirit",G,"und","70",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Steel Leaf Champion",3,"Creature - Elf Knight",G,"dom","182",rare,g,Owned,Non-foil,false,,,"occasional","",67829
"Thrashing Brontodon",3,"Creature - Dinosaur",G,"rix","148",uncommon,g,Not Owned,Non-foil,false,,,"dinosaurs;artifact_removal;enchantment_removal;u4.6;core;aggro;control","",66749
"Tireless Provisioner",3,"Creature - Elf Scout",G,"mh2","180",uncommon,g,Owned,Non-foil,false,,,"occasional","",90737
"Troll Ascetic",3,"Creature - Troll Shaman",G,"cm2","146",rare,g,Owned,Non-foil,false,,,"occasional","",
"Yavimaya Elder",3,"Creature - Human Druid",G,"c18","166",common,g,Owned,Non-foil,false,,,"core;humans;ramp;sacrifice;flash;control","",
"Blastoderm",4,"Creature - Beast",G,"gvl","7",common,g,Not Owned,Non-foil,false,,,"counters;ramp;enrage;aggrocontrol;u2.76;core;aggro","",
"Briarhorn",4,"Creature - Elemental",G,"lrw","199",uncommon,g,Not Owned,Non-foil,false,,,"flash;heroic;blink;aggrocontrol;u2.0;core;aggro;control","",28547
"Deadbridge Goliath",4,"Creature - Insect",G,"rtr","120",rare,g,Owned,Non-foil,false,,,"core;counters;graveyard;manasink;ramp;aggro;control","",46753
"Dwynen, Gilt-Leaf Daen",4,"Legendary Creature - Elf Warrior",G,"ddu","2",rare,g,Not Owned,Non-foil,false,,,"elves;u4.6.2;u4.7.12;core;tribal_payoff;lifegain;aggro","",
"Forgotten Ancient",4,"Creature - Elemental",G,"cm2","137",rare,g,Owned,Non-foil,false,,,"counters;spells;occasional","",
"Penumbra Spider",4,"Creature - Spider",G,"mm3","131",common,g,Not Owned,Non-foil,false,,,"sacrifice;tokens;enrage;stax;u2.67;core;control","",63089
"Ripjaw Raptor",4,"Creature - Dinosaur",G,"xln","203",rare,g,Not Owned,Non-foil,false,,,"dinosaurs;enrage;ramp;pingers;u3.4;occasional","",65426
"Acidic Slime",5,"Creature - Ooze",G,"m11","161",uncommon,g,Not Owned,Non-foil,false,,,"blink;ramp;artifact_removal;enchantment_removal;u3.4;core;control","",37180
"Arrogant Wurm",5,"Creature - Wurm",G,"tor","120",uncommon,g,Owned,Non-foil,false,,,"core;graveyard;aggro","",17343
"Garruk's Packleader",5,"Creature - Beast",G,"c19","168",uncommon,g,Owned,Non-foil,false,,,"occasional","",77450
"Genesis",5,"Creature - Incarnation",G,"mh1","166",rare,g,Owned,Non-foil,false,,,"core;graveyard;manasink;aggro;control","",72704
"Indrik Stomphowler",5,"Creature - Beast",G,"cma","119",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Keeper of Fables",5,"Creature - Cat",G,"eld","163",uncommon,g,Owned,Non-foil,false,,,"occasional","",78464
"Majestic Myriarch",5,"Creature - Chimera",G,"c20","182",mythic,g,Owned,Non-foil,false,,,"occasional","",
"Weatherseed Treefolk",5,"Creature - Treefolk",G,"ulg","116",rare,g,Owned,Non-foil,false,,,"occasional","",12475
"Carnage Tyrant",6,"Creature - Dinosaur",G,"xln","179",mythic,g,Owned,Non-foil,false,,,"occasional","",65376
"Honored Hydra",6,"Creature - Snake Hydra",G,"akh","172",rare,g,Not Owned,Non-foil,false,,,"zombies;graveyard;ramp;tokens;reanimator;enrage;u3.0;core;control","",63946
"Primeval Titan",6,"Creature - Giant",G,"tsr","365",special,g,Owned,Non-foil,false,,,"core;ramp;reanimator;blink;control","",
"Rhox",6,"Creature - Rhino Beast",G,"10e","291",rare,g,Owned,Non-foil,false,,,"occasional","",27346
"Silvos, Rogue Elemental",6,"Legendary Creature - Elemental",G,"ema","186",rare,g,Owned,Non-foil,false,,,"occasional","",60765
"Warden of the Woods",6,"Creature - Treefolk",G,"m21","213",uncommon,g,Owned,Non-foil,false,,,"occasional","",81653
"Krosan Tusker",7,"Creature - Boar Beast",G,"c13","154",common,g,Owned,Non-foil,false,,,"reanimator;ramp;smoothing;occasional","",51238
"Rampaging Brontodon",7,"Creature - Dinosaur",G,"g18","GP5",rare,g,Owned,Non-foil,false,,,"occasional","",
"Verdant Sun's Avatar",7,"Creature - Dinosaur Avatar",G,"xln","213",rare,g,Owned,Non-foil,false,,,"occasional","",65446
"Verdant Force",8,"Creature - Elemental",G,"dom","187",rare,g,Owned,Non-foil,false,,,"occasional","",67839
"Blossoming Defense",1,"Instant",G,"kld","146",uncommon,g,Owned,Non-foil,false,,,"occasional","",62027
"Giant Growth",1,"Instant",G,"war","162",common,g,Owned,Non-foil,false,,,"occasional","",71930
"Snakeskin Veil",1,"Instant",G,"khm","194",common,g,Owned,Non-foil,false,,,"occasional","",87731
"Vines of Vastwood",1,"Instant",G,"zen","193",common,g,Not Owned,Non-foil,false,,,"heroic;flash;ramp;spells;aggrocontrol;u2.0;core;aggro","",34410
"Grapple with the Past",2,"Instant",G,"c18","148",common,g,Owned,Non-foil,false,,,"core;graveyard;spells;flash;smoothing;control","",
"Moment's Peace",2,"Instant",G,"ody","251",common,g,Owned,Non-foil,false,,,"occasional","",16967
"Strength of the Tajuru",2,"Instant",G,"c20","192",rare,g,Owned,Non-foil,false,,,"occasional","",
"Sylvan Might",2,"Instant",G,"dds","51",common,g,Owned,Non-foil,false,,,"occasional","",
"Wilt",2,"Instant",G,"iko","176",common,g,Owned,Non-foil,false,,,"artifact_removal;enchantment_removal;spells;flash;core;control","",80361
"Ambuscade",3,"Instant",G,"hou","110",common,g,Not Owned,Non-foil,false,,,"flash;heroic;aggrocontrol;u4.7.5;removal;core;spells;aggro","",64704
"Chord of Calling",3,"Instant",G,"m15","172",rare,g,Owned,Non-foil,false,,,"occasional","",53742
"Invigorate",3,"Instant",G,"a25","173",uncommon,g,Owned,Non-foil,false,,,"occasional","",67260
"Krosan Grip",3,"Instant",G,"c20","181",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Collected Company",4,"Instant",G,"dtk","177",rare,g,Owned,Non-foil,false,,,"occasional","",56314
"Might of Oaks",4,"Instant",G,"m10","192",rare,g,Owned,Non-foil,false,,,"occasional","",32633
"Stonewood Invocation",4,"Instant",G,"tsp","223",rare,g,Owned,Non-foil,false,,,"occasional","",25807
"Scatter the Seeds",5,"Instant",G,"gk1","106",common,g,Owned,Non-foil,false,,,"occasional","",
"Become Immense",6,"Instant",G,"uma","157",uncommon,g,Owned,Non-foil,false,,,"occasional","",70387
"Hurricane",1,"Sorcery",G,"ath","58",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Primal Might",1,"Sorcery",G,"m21","197",rare,g,Owned,Non-foil,false,,,"occasional","",81621
"Edge of Autumn",2,"Sorcery",G,"ddg","25",common,g,Owned,Non-foil,false,,,"core;ramp;smoothing;spells;control","",40108
"Explore",2,"Sorcery",G,"c19","164",common,g,Owned,Non-foil,false,,,"occasional","",77442
"Farseek",2,"Sorcery",G,"c19","165",common,g,Owned,Non-foil,false,,,"core;ramp;spells;control","",77444
"Rampant Growth",2,"Sorcery",G,"mir","235",common,g,Not Owned,Non-foil,false,,,"ramp;spells;u2.0;u2.89;smoothing;occasional","",7229
"Call of the Herd",3,"Sorcery",G,"dds","44",rare,g,Owned,Non-foil,false,,,"core;tokens;spells;graveyard;aggro;control","",
"Kodama's Reach",3,"Sorcery - Arcane",G,"chk","225",common,g,Not Owned,Non-foil,false,,,"ramp;spells;u2.0;core;control","",21003
"Search for Tomorrow",3,"Sorcery",G,"ima","185",common,g,Owned,Non-foil,false,,,"occasional","",66249
"Harmonize",4,"Sorcery",G,"c20","173",uncommon,g,Owned,Non-foil,false,,,"occasional","",
